cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date,accuracy,kappa,fscore
484,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,17,0,3,0,30,0,0,0,45,0,0,0,3,0,2,0,191,0,0,0,0,0,0,1,6,0,34,0,19,0,3,1,451,ConfusionMatrix_SVM_2021-04-19.csv,SVM,2021-04-19,0.9024943310657596,0.8552764356012489,0.7167653597906626
476,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,13,0,1,1,4,0,0,0,43,0,0,0,3,0,6,0,415,0,3,0,0,0,0,1,3,0,8,0,4,0,4,1,462,ConfusionMatrix_CART_2021-06-01.csv,CART,2021-06-01,0.9691146190803019,0.955597498587978,0.732892745784837
368,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,51,0,46,1,17,0,0,0,349,0,1,0,1,0,0,0,367,0,1,20,0,96,0,139,45,44,1,0,0,0,0,0,401,ConfusionMatrix_Cons_2021-06-01.csv,Cons,2021-06-01,0.7905,0.745463215941657,0.6100818868068163
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,3,0,0,0,43,0,0,0,1,0,0,0,426,0,0,0,0,1,0,0,3,0,6,0,3,0,0,0,470,ConfusionMatrix_GBT_2021-06-01.csv,GBT,2021-06-01,0.9890185312285518,0.9841751486295129,0.783520714884463
482,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,14,0,0,0,43,0,0,0,9,0,0,0,406,0,12,0,0,0,0,1,0,3,14,0,0,0,1,0,464,ConfusionMatrix_KNN_2021-06-01.csv,KNN,2021-06-01,0.9581331503088538,0.9392313961661429,0.5704787253535764
484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,5,0,0,0,43,0,0,0,3,0,0,0,419,1,4,0,0,0,0,1,3,0,7,0,0,0,0,0,472,ConfusionMatrix_RF_2021-06-01.csv,RF,2021-06-01,0.9835277968428278,0.9762137659224512,0.7831873239523599
478,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,1,8,0,0,0,43,0,0,0,0,0,7,1,404,1,14,0,0,0,0,0,4,0,10,0,0,0,0,0,469,ConfusionMatrix_SVM_2021-06-01.csv,SVM,2021-06-01,0.9629375428963624,0.9465081178102308,0.7171719593916138
504,0,0,0,0,0,5,0,45,0,0,2,0,0,1,0,340,0,12,3,16,0,0,0,69,0,0,0,2,4,14,0,384,1,4,0,0,0,0,2,3,1,11,0,19,0,3,1,481,ConfusionMatrix_CART_2021-06-16.csv,CART,2021-06-16,0.9475869226777374,0.9323710928962318,0.8782038589396908
292,0,1,0,0,0,0,0,74,0,0,60,0,0,0,1,289,0,4,0,10,0,0,0,325,0,0,0,0,1,7,0,293,0,2,11,19,107,2,123,47,28,2,0,1,0,0,0,301,ConfusionMatrix_Cons_2021-06-16.csv,Cons,2021-06-16,0.8105,0.7772924699293418,0.7659386645486571
505,0,1,0,0,0,3,0,46,0,0,1,0,0,0,0,350,0,4,0,18,0,0,0,69,0,0,0,1,2,12,0,393,0,1,0,0,0,0,1,4,1,5,0,9,0,1,0,500,ConfusionMatrix_GBT_2021-06-16.csv,GBT,2021-06-16,0.9688635184224182,0.9597823894033101,0.9477769031751491
503,0,3,0,1,0,2,0,45,0,0,2,0,0,0,2,340,0,6,0,24,0,0,0,69,0,0,0,1,3,25,0,376,0,4,0,0,1,0,2,0,3,9,0,37,0,0,0,469,ConfusionMatrix_KNN_2021-06-16.csv,KNN,2021-06-16,0.9351323300467047,0.9162830836046566,0.8076085189562556
505,0,1,0,0,0,3,0,46,0,0,1,0,0,0,0,350,0,3,0,19,0,0,0,69,0,0,0,1,3,15,0,387,0,3,0,0,0,0,2,3,1,6,0,13,0,0,0,496,ConfusionMatrix_RF_2021-06-16.csv,RF,2021-06-16,0.9631551634665283,0.9524128686327078,0.924001381366695
503,0,2,0,0,0,4,0,32,11,0,4,0,0,1,0,330,0,12,2,27,0,0,0,69,0,0,0,0,10,30,0,366,0,3,0,1,1,0,0,4,0,10,0,52,0,4,0,449,ConfusionMatrix_SVM_2021-06-16.csv,SVM,2021-06-16,0.909704203425013,0.8835687552651338,0.8583974246169858
461,0,1,0,4,1,8,0,24,1,0,0,0,0,4,1,413,0,2,4,15,0,0,0,50,0,0,0,2,0,2,0,53,0,3,1,0,2,0,3,0,2,15,0,21,0,0,0,457,ConfusionMatrix_CART_2021-06-18.csv,CART,2021-06-18,0.9406451612903226,0.917758841933763,0.8093626724919044
356,0,0,0,0,0,2,0,94,0,0,33,1,0,0,0,341,0,6,1,4,2,0,0,351,0,0,0,1,0,1,0,58,0,0,14,79,107,4,74,59,38,1,0,3,0,0,0,370,ConfusionMatrix_Cons_2021-06-18.csv,Cons,2021-06-18,0.8145,0.7799247473138659,0.7355627774069246
468,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,433,0,2,0,4,0,0,0,50,0,0,0,3,0,2,0,53,0,2,0,0,1,0,0,6,1,9,0,12,0,0,0,472,ConfusionMatrix_GBT_2021-06-18.csv,GBT,2021-06-18,0.9722580645161291,0.9615130760262555,0.9570800890711225
460,0,0,3,1,0,11,0,21,3,0,1,0,0,0,0,411,0,3,0,25,1,0,0,49,0,0,0,4,1,13,0,39,0,3,0,0,3,0,1,3,1,7,0,36,0,0,0,450,ConfusionMatrix_KNN_2021-06-18.csv,KNN,2021-06-18,0.9245161290322581,0.894947638914152,0.8482934038078754
464,0,0,1,0,0,10,0,25,0,0,0,0,0,0,0,428,0,2,0,9,1,0,0,49,0,0,0,3,0,2,0,53,0,2,0,0,1,0,2,3,2,11,0,14,0,0,0,468,ConfusionMatrix_RF_2021-06-18.csv,RF,2021-06-18,0.9612903225806452,0.9462734577016133,0.9033898695320962
460,0,4,0,0,0,11,0,20,4,0,0,1,0,1,0,409,0,2,1,26,0,0,0,50,0,0,0,1,2,1,0,50,0,6,0,0,1,0,0,7,0,6,0,13,0,0,0,474,ConfusionMatrix_SVM_2021-06-18.csv,SVM,2021-06-18,0.9483870967741935,0.928300034288774,0.9172606291042502
498,0,1,0,2,0,3,0,383,0,0,7,0,2,2,0,378,0,7,2,33,0,0,0,45,0,0,0,1,7,6,0,228,0,0,0,0,4,0,0,4,0,0,0,26,0,1,0,464,ConfusionMatrix_CART_2021-06-28.csv,CART,2021-06-28,0.9505703422053232,0.9381606163364428,0.9023036510986192
274,0,0,0,0,0,1,0,315,0,0,1,0,0,0,0,308,0,0,0,6,0,0,0,295,0,0,0,0,1,1,0,151,0,0,4,71,110,3,62,50,14,0,0,1,0,0,0,332,ConfusionMatrix_Cons_2021-06-28.csv,Cons,2021-06-28,0.8625,0.8389683197983767,0.826691335492671
502,0,0,0,0,0,2,0,391,1,0,0,0,0,0,0,404,0,1,1,16,0,0,0,45,0,0,0,1,3,7,0,231,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,480,ConfusionMatrix_GBT_2021-06-28.csv,GBT,2021-06-28,0.9776615969581749,0.9720334225600866,0.9291978998278567
501,0,1,0,0,0,2,0,389,0,0,3,0,0,0,19,378,0,0,0,25,0,0,0,45,0,0,0,3,36,28,0,174,0,1,0,0,8,0,0,0,0,0,5,39,0,0,0,447,ConfusionMatrix_KNN_2021-06-28.csv,KNN,2021-06-28,0.9192015209125475,0.8985914854045226,0.7911664659642215
504,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,402,0,1,0,19,0,0,0,45,0,0,0,1,5,10,0,226,0,0,0,0,5,0,0,3,0,0,1,21,0,0,0,469,ConfusionMatrix_RF_2021-06-28.csv,RF,2021-06-28,0.9700570342205324,0.9625014109497623,0.9133750636854081
499,0,0,0,0,0,5,0,215,110,0,60,0,7,0,0,371,0,8,7,36,0,0,0,45,0,0,0,0,10,5,0,225,0,2,0,0,3,0,0,3,2,0,2,18,0,0,2,469,ConfusionMatrix_SVM_2021-06-28.csv,SVM,2021-06-28,0.8683460076045627,0.8355296279656749,0.7937701471397405
482,0,0,0,0,0,1,0,380,0,0,9,1,0,1,0,405,0,1,1,24,0,0,0,49,0,0,1,0,17,1,0,413,0,2,0,2,0,0,2,3,0,6,2,17,0,1,0,463,ConfusionMatrix_CART_2021-07-16.csv,CART,2021-07-16,0.9610332749562172,0.9517651919025243,0.8994753223119607
266,0,0,0,0,0,1,0,303,0,0,1,0,0,0,0,279,0,0,0,5,9,0,0,273,0,0,3,0,6,0,0,269,0,0,7,83,92,0,123,7,3,5,0,0,0,0,0,264,ConfusionMatrix_Cons_2021-07-16.csv,Cons,2021-07-16,0.8309154577288644,0.8031580962158607,0.7827223294735922
482,0,0,0,0,0,1,0,389,0,0,1,0,0,0,0,418,0,0,1,13,0,0,0,49,0,0,1,0,9,3,0,421,0,0,0,2,0,0,2,3,0,4,0,6,0,0,0,479,ConfusionMatrix_GBT_2021-07-16.csv,GBT,2021-07-16,0.9811733800350263,0.9766928709308281,0.9207561594248277
481,0,0,0,0,0,2,0,382,6,0,2,0,0,1,30,365,0,1,0,35,0,0,0,50,0,0,0,0,50,2,0,381,0,0,1,3,1,0,2,0,0,8,6,12,0,0,0,463,ConfusionMatrix_KNN_2021-07-16.csv,KNN,2021-07-16,0.9290718038528897,0.9122147664382007,0.8048775334209933
481,0,0,0,0,0,2,0,388,0,0,2,0,0,0,0,418,0,0,0,14,0,0,0,50,0,0,0,0,17,3,0,413,0,0,1,2,1,0,2,1,0,5,2,9,0,0,0,473,ConfusionMatrix_RF_2021-07-16.csv,RF,2021-07-16,0.9737302977232924,0.9674763097288174,0.8743893219186841
482,0,0,0,0,0,1,0,387,1,0,2,0,0,0,1,384,0,0,1,46,0,0,0,50,0,0,0,0,16,0,0,417,0,0,1,4,1,0,0,1,0,7,1,43,0,0,0,438,ConfusionMatrix_SVM_2021-07-16.csv,SVM,2021-07-16,0.9452714535901926,0.9322503192896511,0.8502752362139397
500,0,2,0,1,1,0,0,414,0,0,4,1,1,2,0,383,0,2,4,22,0,0,0,49,0,0,0,0,5,0,0,55,0,0,0,1,2,0,0,5,0,2,1,10,0,0,0,522,ConfusionMatrix_CART_2021-09-01.csv,CART,2021-09-01,0.9693313222724987,0.9603958166043205,0.9024152166378017
321,0,0,0,0,0,1,0,342,0,0,0,0,0,0,0,332,0,0,0,6,0,0,0,326,0,0,0,0,1,0,0,29,0,0,5,49,55,4,30,201,1,0,0,1,0,0,0,296,ConfusionMatrix_Cons_2021-09-01.csv,Cons,2021-09-01,0.9235,0.9089512523219662,0.8862997039494243
502,0,0,0,0,0,2,0,419,0,0,1,0,0,0,0,399,0,0,1,13,0,0,0,49,0,0,0,0,2,0,0,58,0,0,1,1,1,0,0,5,0,0,1,3,0,0,0,531,ConfusionMatrix_GBT_2021-09-01.csv,GBT,2021-09-01,0.9869281045751634,0.9831022695971228,0.9486471634883789
500,0,0,0,0,0,4,0,409,11,0,0,0,0,0,20,352,0,0,0,41,0,0,0,49,0,0,0,0,24,9,0,27,0,0,1,3,3,0,0,0,1,1,0,11,0,0,0,523,ConfusionMatrix_KNN_2021-09-01.csv,KNN,2021-09-01,0.9351432880844646,0.9157020362126976,0.768154362805061
502,0,0,0,0,0,2,0,419,0,0,1,0,0,0,0,397,0,0,0,16,0,0,0,49,0,0,0,0,3,0,0,57,0,0,1,1,3,0,0,3,0,1,1,4,0,0,0,529,ConfusionMatrix_RF_2021-09-01.csv,RF,2021-09-01,0.9834087481146304,0.9785403431544194,0.9214494372643613
502,0,1,0,0,0,1,0,418,1,0,0,1,0,0,1,384,0,1,2,25,0,0,0,49,0,0,0,0,15,5,0,40,0,0,0,0,1,0,0,6,1,1,1,11,0,0,0,522,ConfusionMatrix_SVM_2021-09-01.csv,SVM,2021-09-01,0.9658119658119658,0.9557250798900885,0.9110051848923055
518,0,4,1,0,0,1,0,434,0,0,2,5,2,4,1,396,0,10,1,20,0,0,0,41,0,0,0,0,4,1,0,461,0,0,0,1,1,0,0,2,1,2,0,5,0,0,0,497,ConfusionMatrix_CART_2021-09-09.csv,CART,2021-09-09,0.9726708074534162,0.9661026753557583,0.8804055502378519
288,0,0,0,0,0,0,0,279,0,0,1,0,0,0,0,278,0,1,0,3,1,0,0,280,0,0,0,0,0,1,0,286,0,0,5,131,57,0,64,13,1,0,0,1,0,0,0,310,ConfusionMatrix_Cons_2021-09-09.csv,Cons,2021-09-09,0.867,0.8446539798803544,0.8105035354894968
521,0,2,1,0,0,0,0,443,0,0,0,0,0,0,0,415,0,6,0,11,1,0,0,40,0,0,0,0,2,0,0,464,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,503,ConfusionMatrix_GBT_2021-09-09.csv,GBT,2021-09-09,0.987991718426501,0.9850953590563862,0.8457697869748239
522,0,0,0,0,0,2,0,429,11,0,3,0,0,0,22,375,0,3,0,32,4,0,0,37,0,0,0,4,15,17,0,428,0,2,0,1,2,0,2,0,0,2,2,10,0,0,0,490,ConfusionMatrix_KNN_2021-09-09.csv,KNN,2021-09-09,0.9445134575569358,0.9310971544813251,0.8091543531740665
520,0,2,0,2,0,0,0,443,0,0,0,0,0,0,2,411,0,4,0,15,1,0,0,40,0,0,0,0,0,4,0,462,0,0,0,3,1,0,0,0,1,1,1,7,0,0,0,495,ConfusionMatrix_RF_2021-09-09.csv,RF,2021-09-09,0.9817805383022774,0.9773862833954539,0.8427163437014796
520,0,2,0,0,0,2,0,441,2,0,0,0,0,2,2,394,0,1,1,32,1,0,0,40,0,0,0,2,15,52,0,364,33,0,1,1,1,0,0,2,0,0,1,43,0,0,0,460,ConfusionMatrix_SVM_2021-09-09.csv,SVM,2021-09-09,0.9196687370600414,0.9007084202336872,0.8144720329994567
490,0,0,0,0,0,9,0,344,3,0,11,0,0,0,2,375,0,8,2,13,0,0,0,52,0,0,0,1,11,4,0,421,0,0,0,0,1,0,0,3,0,5,0,6,0,0,0,502,ConfusionMatrix_CART_2021-10-09.csv,CART,2021-10-09,0.9664162615996464,0.9583205196339801,0.9275240070288763
285,0,0,0,0,0,0,0,247,0,0,28,0,0,0,0,301,0,0,0,6,0,0,0,262,0,0,0,0,2,0,0,286,0,0,4,40,92,0,130,28,1,0,0,1,0,0,0,287,ConfusionMatrix_Cons_2021-10-09.csv,Cons,2021-10-09,0.848,0.8226243773619693,0.809820105491505
498,0,0,0,0,0,1,0,347,0,0,11,0,0,0,0,394,0,0,0,6,0,0,0,52,0,0,0,1,5,2,0,429,0,0,0,0,2,0,0,2,0,1,0,4,0,0,0,508,ConfusionMatrix_GBT_2021-10-09.csv,GBT,2021-10-09,0.9854175872735307,0.9818989225012398,0.9414763107563238
493,0,0,0,0,0,6,0,348,0,0,10,0,0,4,9,374,0,2,0,11,1,0,0,50,0,0,1,2,23,8,0,404,0,0,0,0,2,0,2,0,0,2,0,7,0,0,0,504,ConfusionMatrix_KNN_2021-10-09.csv,KNN,2021-10-09,0.9602297834732656,0.9506275970085177,0.8247253269114968
495,0,0,0,0,0,4,0,346,0,0,12,0,0,0,1,394,0,1,0,4,1,0,0,51,0,0,0,1,7,3,0,426,0,0,0,0,2,0,0,2,0,1,0,6,0,0,0,506,ConfusionMatrix_RF_2021-10-09.csv,RF,2021-10-09,0.9809986743261158,0.9764142277161728,0.9369608653941712
479,0,0,0,0,0,20,0,334,3,0,16,5,0,0,0,376,0,3,2,19,0,0,0,52,0,0,0,4,16,32,0,379,1,5,0,0,0,0,2,2,0,50,0,8,0,3,0,452,ConfusionMatrix_SVM_2021-10-09.csv,SVM,2021-10-09,0.9164825452938578,0.8964138765836466,0.8391460179503663
477,0,4,0,1,0,26,1,308,0,0,6,0,0,1,1,381,0,5,9,15,0,0,0,48,0,0,0,2,8,6,0,473,2,0,1,0,2,0,0,2,0,30,0,8,0,0,0,430,ConfusionMatrix_CART_2021-10-24.csv,CART,2021-10-24,0.943035157988429,0.9292094294882933,0.850657070938673
271,0,0,0,0,0,3,0,237,0,0,42,0,0,0,1,280,0,0,0,9,23,0,0,251,0,0,12,0,0,0,0,293,0,0,19,81,72,0,91,21,0,1,0,0,0,0,0,293,ConfusionMatrix_Cons_2021-10-24.csv,Cons,2021-10-24,0.823,0.7934123638031616,0.7761881903663416
476,0,3,0,0,0,29,0,313,0,0,2,0,0,0,0,402,0,1,0,9,0,0,0,48,0,0,0,0,4,6,0,480,0,1,0,0,3,0,0,2,0,10,0,3,0,0,0,455,ConfusionMatrix_GBT_2021-10-24.csv,GBT,2021-10-24,0.9684023141967067,0.9607032656510673,0.9172995418984211
469,1,5,0,0,0,33,0,305,1,0,9,0,0,0,10,369,0,2,0,31,0,0,0,47,0,0,1,4,23,12,0,451,0,1,0,0,5,0,0,0,0,6,0,3,0,0,0,459,ConfusionMatrix_KNN_2021-10-24.csv,KNN,2021-10-24,0.9345794392523364,0.9186702267273426,0.8082863188464641
478,0,3,0,0,0,27,0,310,0,0,5,0,0,0,0,397,0,3,1,11,0,0,0,48,0,0,0,0,8,9,0,473,0,1,0,0,4,0,0,1,0,8,0,4,0,0,0,456,ConfusionMatrix_RF_2021-10-24.csv,RF,2021-10-24,0.9626168224299065,0.9535103677288829,0.8721456814695371
486,0,3,0,2,0,17,0,305,1,0,8,1,0,4,1,379,0,4,0,24,0,0,0,48,0,0,0,2,20,19,0,450,0,0,0,0,3,0,0,2,0,98,0,13,1,0,0,356,ConfusionMatrix_SVM_2021-10-24.csv,SVM,2021-10-24,0.901646639964397,0.8776395896309773,0.85790820930089
488,0,3,0,0,0,10,0,339,0,0,4,1,0,2,0,359,0,1,1,16,1,0,0,43,0,0,1,0,2,0,0,142,0,0,3,1,6,0,0,2,0,31,0,15,0,0,0,462,ConfusionMatrix_CART_2021-10-29.csv,CART,2021-10-29,0.9493016037247801,0.9355468484186974,0.8588372217536765
309,0,1,0,0,0,1,0,307,0,0,1,0,0,0,0,330,0,0,1,3,0,0,0,312,0,0,0,0,0,0,0,98,0,0,31,143,147,0,0,17,0,4,0,1,0,0,0,293,ConfusionMatrix_Cons_2021-10-29.csv,Cons,2021-10-29,0.8334167083541771,0.8035682300050608,0.8058070541589306
495,0,1,0,0,0,5,0,340,0,0,4,0,0,0,0,372,0,0,0,7,0,0,0,44,0,0,1,0,1,0,0,143,0,0,1,1,5,0,0,5,0,7,0,10,0,0,0,491,ConfusionMatrix_GBT_2021-10-29.csv,GBT,2021-10-29,0.9777547853078117,0.971733480788942,0.9253564855313596
492,0,2,0,0,0,7,0,335,0,0,9,0,0,0,13,344,0,0,0,22,0,0,0,44,0,0,1,1,15,7,0,121,0,0,1,2,9,0,0,0,0,26,0,12,0,0,0,470,ConfusionMatrix_KNN_2021-10-29.csv,KNN,2021-10-29,0.934299017071909,0.9163278473518582,0.8038497130852216
495,0,1,0,0,0,5,0,339,0,0,5,0,0,0,0,364,0,0,0,15,0,0,0,44,0,0,1,0,4,0,0,140,0,0,2,1,8,0,0,1,0,15,0,13,0,0,0,480,ConfusionMatrix_RF_2021-10-29.csv,RF,2021-10-29,0.9637868598034144,0.9539443431461281,0.8538999518242776
484,0,2,0,0,0,15,0,324,2,0,18,0,0,0,0,354,0,0,1,24,1,0,0,44,0,0,0,14,10,13,0,107,0,0,0,1,9,0,0,2,0,33,0,22,0,0,0,453,ConfusionMatrix_SVM_2021-10-29.csv,SVM,2021-10-29,0.9146404552509053,0.8912344023186413,0.8221315622038295
445,0,0,0,3,0,23,0,27,0,0,6,0,0,0,0,180,0,4,0,5,0,0,0,56,0,1,0,5,12,9,0,302,0,4,2,0,0,2,1,6,0,37,0,13,0,6,0,414,ConfusionMatrix_CART_2021-12-25.csv,CART,2021-12-25,0.9149072296865003,0.8878317230334576,0.8665509553751739
397,0,0,0,0,0,1,0,26,0,0,23,0,0,0,0,194,1,4,0,0,0,0,0,377,0,17,6,1,6,0,0,262,0,2,21,28,60,20,96,86,15,5,0,1,0,0,0,351,ConfusionMatrix_Cons_2021-12-25.csv,Cons,2021-12-25,0.8465,0.8165288391863323,0.7716025640102886
455,0,0,0,2,0,14,0,25,0,0,8,0,0,0,0,184,0,3,0,2,0,0,0,57,0,0,0,1,4,2,0,321,0,4,3,0,0,0,0,7,1,22,0,3,0,0,0,445,ConfusionMatrix_GBT_2021-12-25.csv,GBT,2021-12-25,0.9558541266794626,0.941594015941459,0.918353625997974
452,0,0,0,0,0,19,0,11,0,0,22,0,0,0,0,178,0,5,0,6,1,0,0,56,0,0,0,11,7,15,0,290,0,9,3,0,0,0,0,6,2,33,0,8,0,0,0,429,ConfusionMatrix_KNN_2021-12-25.csv,KNN,2021-12-25,0.9097888675623801,0.8803458943639874,0.8262220678306326
452,0,0,0,0,0,19,0,23,0,0,10,0,0,0,0,185,0,3,0,1,0,0,0,57,0,0,0,1,7,1,0,316,0,7,3,0,0,0,0,7,1,23,0,9,0,0,0,438,ConfusionMatrix_RF_2021-12-25.csv,RF,2021-12-25,0.945617402431222,0.9281064709317018,0.9021545197215106
440,0,0,0,0,2,29,0,12,0,0,21,0,0,0,0,164,0,2,1,22,0,0,0,57,0,0,0,15,17,27,0,271,0,2,2,0,0,0,0,9,0,52,0,5,0,0,0,413,ConfusionMatrix_SVM_2021-12-25.csv,SVM,2021-12-25,0.8739603326935381,0.8331304668278038,0.8097008620616428
476,0,1,0,0,0,14,0,14,3,0,12,0,0,0,1,237,0,1,1,30,1,0,0,52,0,0,0,0,6,5,0,82,0,0,0,0,3,0,0,6,0,9,0,30,0,0,1,443,ConfusionMatrix_CART_2022-02-23.csv,CART,2022-02-23,0.9173669467787114,0.885971436015253,0.8399857818016153
393,0,0,0,0,0,3,0,15,4,0,2,0,0,0,0,367,0,0,6,15,27,0,0,318,0,0,22,0,3,0,0,73,0,0,55,9,246,0,15,55,5,2,0,6,0,0,0,359,ConfusionMatrix_Cons_2022-02-23.csv,Cons,2022-02-23,0.79,0.743395331872316,0.7481767990738445
484,0,0,0,0,0,7,0,20,1,0,8,0,0,0,0,236,0,0,1,33,0,0,0,53,0,0,0,0,5,3,0,85,0,0,1,0,3,0,0,5,0,4,0,17,0,0,0,462,ConfusionMatrix_GBT_2022-02-23.csv,GBT,2022-02-23,0.9418767507002801,0.919600157918086,0.8768254439710824
482,0,1,0,0,0,8,0,19,2,0,8,0,0,0,0,223,0,3,0,44,4,0,0,49,0,0,0,6,9,7,0,69,0,2,1,0,5,0,0,3,0,13,0,17,0,0,0,453,ConfusionMatrix_KNN_2022-02-23.csv,KNN,2022-02-23,0.9089635854341737,0.8733810280254629,0.8081021240636395
482,0,0,0,0,0,9,0,18,1,0,10,0,0,0,0,235,0,0,1,34,2,0,0,51,0,0,0,0,6,5,0,82,0,0,1,0,3,0,0,4,1,6,0,15,0,0,0,462,ConfusionMatrix_RF_2022-02-23.csv,RF,2022-02-23,0.9341736694677871,0.9087958417557032,0.8460493556284895
458,0,1,0,0,0,32,0,15,1,0,13,0,0,0,0,202,0,0,5,63,3,0,0,50,0,0,0,8,11,21,0,53,0,0,2,0,1,0,0,5,1,20,0,23,0,0,0,440,ConfusionMatrix_SVM_2022-02-23.csv,SVM,2022-02-23,0.8564425770308123,0.7998157763549566,0.7548732581707195
491,0,0,0,2,0,12,0,8,0,0,2,0,0,0,0,255,0,12,1,52,0,0,0,50,0,0,0,4,0,11,2,412,0,2,0,0,1,0,2,5,1,15,0,51,0,0,0,426,ConfusionMatrix_CART_2022-03-08.csv,CART,2022-03-08,0.9064391854705559,0.8770126443376406,0.8749728243304757
342,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,256,0,10,2,30,18,0,0,329,2,0,1,1,0,1,0,317,0,0,56,0,62,5,116,92,6,0,0,5,0,0,0,341,ConfusionMatrix_Cons_2022-03-08.csv,Cons,2022-03-08,0.8405,0.808854128436244,0.8009447281078236
502,0,0,1,0,0,2,0,8,0,0,2,0,0,0,0,286,0,11,1,22,0,0,0,50,0,0,0,1,0,3,1,426,0,0,0,0,2,0,0,7,0,5,0,42,0,0,0,445,ConfusionMatrix_GBT_2022-03-08.csv,GBT,2022-03-08,0.9488167308750688,0.9328288971570311,0.9236160068962956
500,0,0,0,0,0,5,0,1,0,0,9,0,0,0,0,272,0,15,0,33,0,0,0,50,0,0,0,10,2,5,3,394,0,17,5,0,4,0,0,0,0,18,0,52,0,0,0,422,ConfusionMatrix_KNN_2022-03-08.csv,KNN,2022-03-08,0.9020363236103467,0.8710547068424817,0.6743344251036826
501,0,0,1,0,0,3,0,6,0,0,4,0,0,0,0,286,0,12,0,22,0,0,0,50,0,0,0,3,0,5,2,416,0,5,1,0,2,0,1,5,0,8,0,45,0,0,0,439,ConfusionMatrix_RF_2022-03-08.csv,RF,2022-03-08,0.9372592184920198,0.9176107278120771,0.8807625595553585
415,0,0,3,72,1,14,0,0,1,0,9,0,0,0,0,251,0,11,1,57,0,0,0,49,1,0,0,8,0,103,2,313,0,5,0,0,2,0,0,7,0,21,0,54,0,0,0,417,ConfusionMatrix_SVM_2022-03-08.csv,SVM,2022-03-08,0.7991194276279582,0.7373888603348504,0.6965757900836177
462,0,0,0,0,0,12,0,12,1,0,4,0,0,0,1,177,0,3,1,10,0,0,0,57,0,0,0,0,8,3,0,200,0,4,0,0,0,0,0,5,5,14,0,23,0,0,1,465,ConfusionMatrix_CART_2022-03-10.csv,CART,2022-03-10,0.9386920980926431,0.9170393887086414,0.8521690634117086
378,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,212,0,2,3,0,0,0,0,439,0,0,8,0,4,0,0,155,0,2,45,0,141,3,18,150,25,0,0,8,0,0,0,400,ConfusionMatrix_Cons_2022-03-10.csv,Cons,2022-03-10,0.869,0.8411269556316704,0.815059885234481
468,0,0,0,0,0,6,0,14,0,0,3,0,0,0,0,186,0,2,0,4,1,0,0,56,0,0,0,1,5,0,0,207,0,2,0,0,0,0,0,9,1,10,0,17,0,0,0,476,ConfusionMatrix_GBT_2022-03-10.csv,GBT,2022-03-10,0.9645776566757494,0.9520916594702067,0.9383476175946232
461,0,0,0,0,0,13,0,2,0,0,15,0,0,1,0,180,0,4,0,7,2,0,0,55,0,0,0,3,3,4,0,201,0,4,6,0,4,0,0,0,0,23,0,33,0,0,0,447,ConfusionMatrix_KNN_2022-03-10.csv,KNN,2022-03-10,0.9168937329700273,0.8873649024719271,0.689735658925466
466,0,0,0,0,0,8,0,12,0,0,5,0,0,0,0,182,0,6,0,4,0,0,0,57,0,0,0,1,8,0,0,203,0,3,0,0,1,0,0,5,4,13,0,26,0,0,0,464,ConfusionMatrix_RF_2022-03-10.csv,RF,2022-03-10,0.9461852861035422,0.9272801606242373,0.8696498012802147
461,0,0,0,0,0,13,0,1,0,0,16,0,0,0,0,160,0,4,0,28,0,0,0,57,0,0,0,1,4,3,0,207,0,0,1,0,1,0,0,8,0,37,0,36,1,0,2,427,ConfusionMatrix_SVM_2022-03-10.csv,SVM,2022-03-10,0.8998637602179836,0.8644432774428928,0.7801870181389142
471,0,0,0,4,1,16,0,0,0,0,0,0,0,0,0,341,0,10,0,86,0,0,0,46,0,0,1,3,1,7,0,298,0,2,2,0,0,0,0,4,3,14,0,118,0,6,1,327,ConfusionMatrix_CART_2022-03-20.csv,CART,2022-03-20,0.843927355278093,0.7943421708265106,0.7015005168122442
